ride_id,rider_id,driver_id,city,pickup_at,distance_mi,surge_mult,rider_rating,duration_min,fare_usd
7444,1527,743,Seattle,2025-11-14 20:05:00,7.84,1,5,23.4,15.12
7445,2435,84,San Francisco,2025-11-27 00:10:00,4.47,1.65,4,14.5,13.19
7446,1790,373,Austin,2025-07-13 21:10:00,1.73,1.31,5,4.3,5.82
7447,2332,698,Boston,2025-09-12 19:30:00,7.08,1,5,20.9,11.68
7448,366,223,Seattle,2025-04-27 18:20:00,1.95,1,5,6.2,5.13
7449,3962,373,Boston,2025-12-27 02:45:00,4.42,1.38,5,14.1,9.98
7450,1654,30,Seattle,2025-08-10 17:55:00,4.65,1.34,5,11.7,12.59
7451,3145,308,Seattle,2025-11-17 22:00:00,4.82,1,4,15.2,9.94
7452,2035,542,Seattle,2025-10-03 19:00:00,2.11,1,5,3.6,5.62
7453,3843,185,Austin,2025-12-27 05:15:00,8.68,1.36,3,27.6,19
7454,1815,383,Austin,2025-06-13 05:35:00,1.08,1.66,4,4.1,4.98
7455,1116,488,Boston,2025-08-10 10:50:00,8.59,1,5,23,17.19
7456,207,698,San Francisco,2025-01-18 00:40:00,6.66,1.49,4,18.5,18.82
7457,699,90,Austin,2025-03-22 09:05:00,4.66,1.79,5,14.4,14.71
7458,1234,200,Boston,2025-10-22 07:15:00,8.47,1.21,5,28.3,19.87
7459,409,652,Boston,2025-01-06 11:45:00,11.25,1.09,4,33.8,20.27
7460,1091,570,Chicago,2025-08-24 22:30:00,10.2,1,4,26.8,16.53
7461,2146,366,Austin,2025-08-12 17:35:00,3.82,1.39,4,12.4,10.38
7462,3399,282,Boston,2025-05-03 05:20:00,3.82,1.45,5,12.5,11.9
7463,3896,286,Boston,2025-07-19 15:05:00,5.06,1,5,16.6,9.23
7464,3097,592,Boston,2025-02-27 02:10:00,3.14,1,5,7.3,7.8
7465,3597,455,Austin,2025-05-25 14:05:00,6.84,1,4,19.5,12.94
7466,3227,215,Seattle,2025-11-29 22:30:00,3.44,1.5,5,9.3,12.74
7467,2513,356,Seattle,2025-12-22 16:45:00,7.47,1.44,4,23.7,18.29
7468,334,387,Austin,2025-03-05 00:30:00,4.22,1,5,13.5,8.74
7469,196,785,Austin,2025-07-21 10:25:00,5.68,1.36,5,16.3,13.6
7470,1576,291,Seattle,2025-01-09 10:40:00,1.6,1.25,4,5.6,4.19
7471,2671,247,Boston,2025-03-07 18:25:00,2.26,1.55,5,5.8,6.82
7472,295,563,Chicago,2025-10-14 11:25:00,2.43,1.78,5,8.4,8.52
7473,3394,583,Austin,2025-09-10 08:10:00,6.19,1.06,5,16,13.31
7474,1764,209,Austin,2025-11-15 07:00:00,5.61,1.26,5,16.5,12.76
7475,3576,248,San Francisco,2025-06-17 23:45:00,3.58,1.29,NA,9.1,8.07
7476,3546,722,Austin,2025-09-27 20:00:00,8.22,1.08,5,24.2,15.53
7477,1164,237,San Francisco,2025-11-05 08:50:00,5.07,1.11,5,14.4,10.85
7478,1720,684,Boston,2025-02-25 12:30:00,4.84,1.3,5,13,11.84
7479,1785,746,San Francisco,2025-06-11 13:00:00,3.77,1,5,9.7,9.07
7480,2027,744,Boston,2025-06-03 03:55:00,1.44,1.27,4,5.2,5.9
7481,1950,263,San Francisco,2025-11-07 15:20:00,3.34,1.42,5,9.5,8.77
7482,1053,399,San Francisco,2025-10-18 08:00:00,4.28,1.35,5,15.4,11.32
7483,562,69,San Francisco,2025-08-23 11:45:00,7.13,1,5,22.6,13.46
7484,2783,406,Seattle,2025-03-23 17:50:00,4.59,1.1,5,12,11.23
7485,742,49,Boston,2025-10-13 13:05:00,3.06,1,5,9.5,7.21
7486,3672,551,Boston,2025-12-13 09:50:00,7.56,1.15,5,21.7,14.04
7487,1373,192,San Francisco,2025-07-02 04:30:00,5.12,1.05,5,15.6,10.65
7488,2060,579,Austin,2025-03-13 04:50:00,9.09,1.13,5,27.1,19.59
7489,1649,457,Boston,2025-02-07 07:15:00,7.91,1,NA,22.9,14.28
7490,3883,31,Austin,2025-03-30 03:10:00,3.1,1.38,5,7.6,8.24
7491,2471,447,Austin,2025-03-03 04:00:00,5.77,1,5,16.3,10.91
7492,3892,544,San Francisco,2025-09-12 19:55:00,2.64,1.21,4,9,7.51
7493,3666,655,Austin,2025-08-02 18:20:00,5.92,1.15,4,16.2,12.42
7494,2660,319,Austin,2025-05-17 00:25:00,7.77,1.13,4,22.3,16.15
7495,393,179,San Francisco,2025-09-06 14:30:00,2.82,1,5,6.3,6.13
7496,2620,746,Seattle,2025-06-04 07:10:00,3.56,1.1,5,8.6,9.47
7497,2613,206,Austin,2025-01-11 21:05:00,7.53,1,5,22.3,15.41
7498,2934,31,Boston,2025-08-06 22:10:00,2.8,1,4,9.3,8.45
7499,814,632,Chicago,2025-09-27 01:15:00,6.47,1.6,5,18,18.63
7500,2507,672,Seattle,2025-08-10 20:15:00,4.13,1.2,5,13.6,10.69
7501,3069,45,Chicago,2025-11-10 10:55:00,4.61,1.18,4,16.2,11.43
7502,2620,669,Austin,2025-05-29 14:25:00,2.04,1.47,4,6.3,7.67
7503,1994,305,Seattle,2025-09-07 13:40:00,3.83,1.58,5,9.3,10.7
7504,777,478,Chicago,2025-12-04 18:30:00,5.26,1,5,16,11.53
7505,3683,346,Seattle,2025-06-13 05:00:00,6.73,1,5,23,12.43
7506,1115,75,Boston,2025-05-26 05:05:00,3.78,1.45,5,12.9,11.03
7507,1854,248,San Francisco,2025-08-02 13:30:00,7.28,1.52,5,22.2,19.6
7508,1515,551,Seattle,2025-09-02 21:40:00,4.06,1.15,5,11,9.69
7509,2989,129,Boston,2025-11-11 02:15:00,4.9,1.8,5,13.7,14.91
7510,2874,144,San Francisco,2025-09-28 15:05:00,3.44,1.3,4,10.4,8.23
7511,3325,41,Boston,2025-09-25 08:50:00,4,1.49,5,12.7,12.11
7512,1727,393,Boston,2025-12-20 09:25:00,3.1,1.27,5,9,7.86
7513,1536,447,Austin,2025-10-22 17:20:00,8.55,1.01,NA,24.7,15.62
7514,3022,423,Seattle,2025-02-23 13:05:00,3.09,1.2,5,8.8,8.5
7515,2566,489,Chicago,2025-02-01 11:35:00,2.04,1.19,3,8.9,7.02
7516,2438,6,Austin,2025-10-28 04:00:00,4.37,1.34,4,13.6,9.41
7517,2900,466,Seattle,2025-11-14 20:00:00,3.93,1.14,4,11.8,8.23
7518,3871,269,Boston,2025-07-29 08:25:00,3.41,1.21,3,7.2,8.03
7519,3103,14,San Francisco,2025-12-13 23:00:00,5.55,1,5,16.7,10.42
7520,1820,480,Boston,2025-01-09 01:05:00,12.74,1.61,5,37.6,34.77
7521,3884,92,Boston,2025-11-06 08:50:00,9.37,1.23,5,28,19.9
7522,767,237,Austin,2025-02-10 23:30:00,2.58,1.45,4,8.2,6
7523,2778,557,San Francisco,2025-05-03 09:00:00,3.31,1.04,5,10.7,5.82
7524,1382,347,Austin,2025-05-06 01:20:00,2.49,1.55,4,7.5,6.86
7525,1194,549,Seattle,2025-09-12 00:25:00,2.6,1.05,4,5.8,6.43
7526,2491,581,Boston,2025-01-31 16:45:00,1.81,1.25,5,5.2,6.08
7527,3185,156,Chicago,2025-04-26 11:10:00,4.27,1.22,5,11.4,8.38
7528,1739,251,Boston,2025-01-11 17:50:00,7.2,1.2,5,20.9,14.48
7529,2167,127,San Francisco,2025-06-02 04:50:00,8.78,1.04,5,29.2,16.04
7530,1252,611,Chicago,2025-05-11 18:40:00,7.1,1,5,20.6,12.27
7531,2504,496,Chicago,2025-10-18 06:40:00,9.9,1.02,5,31.4,17.89
7532,2448,16,San Francisco,2025-10-21 03:10:00,7.34,1.18,5,18.7,15.8
7533,839,202,San Francisco,2025-01-21 08:30:00,5.82,1.32,5,15.7,13.99
7534,3871,11,Chicago,2025-02-11 08:10:00,7.41,1.79,4,21.5,22.15
7535,1454,298,Austin,2025-10-14 14:25:00,3.41,1,3,7.4,8.51
7536,3399,144,Austin,2025-10-03 15:40:00,2.7,1,5,5.6,6.53
7537,256,629,Austin,2025-05-13 01:55:00,6.65,1,4,20.3,11.66
7538,1933,367,Chicago,2025-01-22 23:15:00,10.66,1.03,4,30.8,19.33
7539,35,591,San Francisco,2025-03-03 13:55:00,5.37,1.39,4,14.6,13.39
7540,908,559,Boston,2025-02-08 13:20:00,3.65,1.01,5,8.8,8.64
7541,158,547,Austin,2025-03-15 09:25:00,3.29,1.01,4,8.3,5.81
7542,2960,532,Boston,2025-10-24 09:40:00,2.58,2,5,10,11.23
7543,2459,60,Boston,2025-12-26 03:45:00,8.87,1,NA,25.3,14
7544,746,521,Chicago,2025-03-22 20:55:00,5.9,1,5,17.4,10.08
7545,2137,351,Austin,2025-03-25 22:35:00,5.32,1.42,4,14,12.92
7546,2888,702,Boston,2025-01-12 04:50:00,5.01,1.08,4,13.8,10.74
7547,1538,761,Seattle,2025-06-11 19:05:00,7.79,1,5,22.1,13.3
7548,2392,37,Boston,2025-02-08 10:45:00,3.45,1.73,5,11.8,11.98
7549,2543,566,Chicago,2025-06-17 01:00:00,3.83,1,5,15.3,7.86
7550,2550,559,Seattle,2025-12-18 17:25:00,1.48,1.7,4,4.3,5.29
7551,3896,595,San Francisco,2025-01-14 01:20:00,2.74,1.31,NA,7.8,7.38
7552,3929,680,Chicago,2025-01-27 10:05:00,7.15,1.53,5,20.1,19.11
7553,1822,420,Boston,2025-12-05 22:30:00,8.96,1,5,27.8,17.17
7554,1279,450,San Francisco,2025-07-22 09:50:00,5.31,1,3,14.9,9.6
7555,3594,221,Seattle,2025-08-15 23:40:00,2.25,1,5,5.9,4.69
7556,1597,133,San Francisco,2025-10-16 07:00:00,6.2,1.31,4,17.5,13.84
7557,3785,520,Chicago,2025-02-07 18:45:00,14.08,1.29,5,43.2,29.92
7558,491,714,San Francisco,2025-03-28 17:00:00,6.88,1.48,5,19.9,16.71
7559,1515,410,San Francisco,2025-04-13 02:40:00,4.51,1.09,5,12.4,9.49
7560,1610,157,Austin,2025-05-13 08:10:00,4.27,1,5,14.5,10.21
7561,2639,448,Austin,2025-07-09 20:45:00,3.09,1.26,5,6.7,6.6
7562,402,634,Boston,2025-04-11 06:25:00,3.28,1,5,9.4,8.16
7563,3715,533,Austin,2025-06-12 14:50:00,4.9,1.25,5,16.1,11.47
7564,104,123,Austin,2025-05-10 21:50:00,4.46,1.13,5,14.1,9.46
7565,3565,103,Austin,2025-03-12 06:25:00,4.76,1.33,5,12.6,12.22
7566,2464,712,Austin,2025-10-12 21:45:00,2.26,1,3,8.2,5.54
7567,1556,527,Austin,2025-12-30 06:20:00,5.42,1,3,14,8.28
7568,3529,136,Seattle,2025-11-02 01:50:00,4.46,1.5,3,13.3,12.59
7569,3818,465,San Francisco,2025-04-06 00:55:00,2.82,1.68,5,7.6,9.78
7570,3784,393,Seattle,2025-09-24 08:00:00,7.3,1,5,25.7,11.95
7571,197,201,Austin,2025-01-31 11:50:00,13.37,1.09,4,39.6,24.83
7572,88,137,Seattle,2025-05-30 14:50:00,7.46,1.54,5,21,19.67
7573,171,4,San Francisco,2025-01-12 15:30:00,3.56,1,5,10.5,6.99
7574,281,148,Seattle,2025-06-23 06:15:00,2.74,1.37,5,8.2,7.91
7575,359,613,Boston,2025-06-15 14:45:00,4.8,1,5,13.8,11.49
7576,241,724,Seattle,2025-07-31 16:05:00,3.6,1.06,5,11.8,8.87
7577,2829,18,Austin,2025-07-13 08:40:00,6.08,1.36,5,19.2,15.9
7578,822,103,Boston,2025-10-31 05:15:00,5.65,1.15,4,19.9,11.85
7579,1393,427,Boston,2025-08-29 20:20:00,5.65,1.38,NA,18.7,14.3
7580,3517,669,San Francisco,2025-07-12 13:15:00,1.83,1.18,5,4.7,5.95
7581,1608,5,Seattle,2025-10-28 17:15:00,5.44,1.33,5,15,13.62
7582,549,339,Boston,2025-10-10 19:20:00,3.8,1.13,5,13,9.21
7583,1165,566,Seattle,2025-07-05 10:20:00,14.59,1.44,5,43.8,32.6
7584,592,562,Boston,2025-10-11 19:00:00,5.02,1.46,5,14.2,12.84
7585,3283,612,Seattle,2025-01-20 23:20:00,8.44,1.43,5,24.9,21.05
7586,3881,426,Austin,2025-09-19 08:20:00,5.1,1.34,3,14.4,11.81
7587,1677,231,Seattle,2025-09-30 09:00:00,4.57,1.44,4,12.2,11.13
7588,3950,287,Austin,2025-05-01 05:50:00,9.8,1,5,26.5,17.06
7589,1300,78,San Francisco,2025-08-23 12:05:00,6.75,1.73,4,19.9,20.05
7590,3115,76,Chicago,2025-08-08 06:10:00,8.25,1.26,5,27.4,17.32
7591,1909,586,Seattle,2025-04-18 14:00:00,4.28,1.46,3,10.3,12.04
7592,162,224,San Francisco,2025-03-23 07:20:00,5,1.3,5,15.4,12.95
7593,684,267,Seattle,2025-04-13 14:35:00,4.63,1.55,5,14,12.94
7594,2348,476,Seattle,2025-04-08 01:20:00,3.49,1.41,4,10.8,9.51
7595,3302,467,Boston,2025-12-08 02:30:00,2.77,1.14,4,9.2,5.94
7596,3312,657,San Francisco,2025-11-24 22:50:00,7.24,1,5,22.6,14.2
7597,924,9,San Francisco,2025-01-12 07:15:00,9.62,1.14,4,26.7,18.96
7598,1446,283,Austin,2025-08-23 00:20:00,3.83,1.57,5,10.9,11.87
7599,3992,422,Seattle,2025-11-08 17:55:00,4.41,1.28,3,11.9,10.44
7600,428,193,San Francisco,2025-11-18 04:00:00,6.41,1.15,4,18.4,14.18
7601,1880,193,Chicago,2025-12-08 00:15:00,2.43,1.66,5,9,8.43
7602,3573,216,San Francisco,2025-01-26 07:10:00,3.49,1.44,5,12.1,10.37
7603,1502,562,Boston,2025-05-26 12:40:00,8.9,1.65,5,28.7,23.33
7604,676,5,Boston,2025-06-12 00:40:00,5.33,1,5,14.7,10.62
7605,2052,549,Boston,2025-11-09 22:40:00,6.91,1.04,4,19.8,13.48
7606,2384,54,Boston,2025-02-28 20:35:00,4.79,1.59,4,13.6,14.71
7607,247,798,San Francisco,2025-05-28 06:45:00,10.87,1.33,5,31.2,26
7608,2999,358,Austin,2025-01-21 04:00:00,4.63,1.24,5,16.3,11.52
7609,2491,48,San Francisco,2025-05-27 12:20:00,7.55,1,5,20.4,13.93
7610,2382,5,San Francisco,2025-11-19 03:30:00,3.41,1.37,5,10.2,11.34
7611,3514,394,Chicago,2025-01-22 17:25:00,5.96,1.01,5,18.1,12.48
7612,420,711,San Francisco,2025-08-19 05:05:00,4.36,1.01,4,12.6,8
7613,2377,685,Boston,2025-10-20 12:10:00,5.64,1.25,5,17.4,12.34
7614,3594,309,Boston,2025-06-23 14:15:00,1.91,1,5,5.7,6.35
7615,3449,585,Boston,2025-09-16 15:30:00,6.45,1.37,5,20.3,13.18
7616,2162,518,Austin,2025-12-08 14:30:00,5.53,1,5,18.7,9.5
7617,1233,481,Austin,2025-07-07 14:35:00,3.22,1,5,10,7.81
7618,2614,711,Boston,2025-01-02 09:05:00,2.59,1.01,5,8.1,5.78
7619,2186,507,Boston,2025-01-20 17:50:00,7.04,1,5,20,11.04
7620,3607,106,San Francisco,2025-08-21 07:55:00,1.85,1.45,5,7.6,8.05
7621,1014,452,Boston,2025-12-21 16:25:00,4.56,1.28,5,14.3,10.47
7622,2613,401,Austin,2025-11-28 23:40:00,9.4,1.22,5,26.2,17.9
7623,3834,565,San Francisco,2025-08-14 01:25:00,7.9,1.43,4,24.4,20.25
7624,2938,398,Boston,2025-03-27 14:45:00,3.25,1,4,8.5,8.52
7625,3138,314,Boston,2025-01-24 07:00:00,6.81,1.19,5,19.4,15.64
7626,2731,153,Austin,2025-05-14 05:00:00,4.74,1,5,16.9,8.92
7627,3426,552,Chicago,2025-02-22 11:20:00,7.29,1.97,5,20.6,23.49
7628,1392,197,San Francisco,2025-01-07 23:35:00,3.37,1.04,5,10.1,8.64
7629,833,256,Austin,2025-08-13 17:45:00,3.91,1,5,10.8,9.14
7630,3432,93,Chicago,2025-04-17 15:40:00,3.18,1.38,4,10.2,7.73
7631,2091,542,Seattle,2025-01-09 08:55:00,2.71,1.02,3,8,5.34
7632,3876,190,Seattle,2025-01-07 17:10:00,4.86,1.09,5,15,10.69
7633,2766,495,Austin,2025-12-07 18:00:00,2.41,1.56,5,7.5,7.68
7634,3955,250,San Francisco,2025-01-23 00:50:00,3.76,1.09,5,11.6,8.81
7635,1684,414,Boston,2025-03-21 07:10:00,6.97,1.15,5,21,14.62
7636,1696,760,Boston,2025-03-27 02:40:00,5.23,1.03,5,14.9,11.82
7637,788,38,Boston,2025-11-10 07:15:00,3.37,1.21,5,9.1,11.18
7638,2843,219,Boston,2025-09-23 05:35:00,2.89,1,5,10,7.48
7639,1433,45,Boston,2025-06-02 08:35:00,1.2,1.65,5,4.5,5.99
7640,2611,33,Seattle,2025-09-20 21:15:00,4.06,1,5,11.3,9.45
7641,1040,710,Seattle,2025-12-22 04:35:00,3.15,1,5,8.3,6.25
7642,2715,103,San Francisco,2025-08-18 04:20:00,4.9,1.25,5,16,12.61
7643,1290,281,Austin,2025-01-02 04:45:00,4.57,1.1,5,14.7,10.58
7644,2645,644,Austin,2025-05-09 06:50:00,2.68,1.32,5,6.6,7.97
7645,3219,159,Chicago,2025-07-23 01:00:00,2.6,1,5,11.5,6.65
7646,3548,228,Seattle,2025-05-25 04:35:00,2.56,1.35,5,5.9,7.34
7647,1657,134,Chicago,2025-01-06 21:00:00,4.82,1.25,3,14.6,12.59
7648,183,352,Austin,2025-09-25 05:50:00,7.17,1.48,5,23.6,18.43
7649,2001,469,Austin,2025-01-13 23:25:00,4.42,1.16,5,11.7,10.93
7650,3662,434,Seattle,2025-01-29 20:45:00,6.33,1.2,NA,18.2,13.16
7651,1991,458,Chicago,2025-08-05 06:25:00,11.51,1.42,5,34.9,25.68
7652,3074,164,Austin,2025-08-06 21:20:00,6.81,1,3,21.8,14.59
7653,741,724,Austin,2025-04-04 16:55:00,9.98,1.2,4,33.3,20.25
7654,3096,161,Chicago,2025-01-21 00:50:00,4.08,1.11,3,12.6,7.99
7655,2220,280,Austin,2025-03-16 06:50:00,7.03,1.46,3,18.9,19.04
7656,2313,136,Seattle,2025-09-04 12:30:00,4.02,1.12,5,12.3,10.89
7657,3176,496,Seattle,2025-03-17 04:55:00,7.8,1,5,20.7,15.62
7658,2309,78,San Francisco,2025-03-05 14:05:00,4.73,1.07,5,15.8,9.11
7659,2054,624,Chicago,2025-12-18 17:00:00,2.01,1,5,6.1,5.51
7660,2682,762,Chicago,2025-07-23 23:15:00,5.08,1.43,4,16,13.68
7661,1393,67,Seattle,2025-12-26 01:10:00,4.82,1,5,15.7,11.54
7662,2503,608,Austin,2025-05-10 23:00:00,2.21,1,5,5.9,6.57
7663,1547,777,Austin,2025-10-23 20:05:00,5.57,1.26,NA,17.5,12.66
7664,492,150,Boston,2025-12-22 10:10:00,14.59,1,4,43.1,24.39
7665,2789,729,Boston,2025-06-11 00:35:00,3.96,1.26,5,11.6,10.13
7666,219,528,Austin,2025-09-19 06:50:00,12.23,1.42,3,37,30.04
7667,1013,106,Seattle,2025-11-07 22:20:00,7.17,1.6,5,17.6,17.91
7668,2839,682,San Francisco,2025-04-10 12:00:00,5.37,1.05,5,15.8,10.99
7669,978,539,San Francisco,2025-06-21 21:20:00,8.82,1.19,5,27.9,20
7670,435,699,San Francisco,2025-06-07 03:30:00,4.73,1.27,3,16.2,10.32
7671,3176,52,Boston,2025-06-28 17:15:00,3.1,1.47,5,12.8,9.41
7672,2167,555,Boston,2025-02-17 16:10:00,4.99,1.32,5,17,12.36
7673,234,230,San Francisco,2025-10-23 14:55:00,2.72,1,5,6.9,7.62
7674,2651,581,Boston,2025-10-01 18:00:00,1.41,1,3,3.8,4.87
7675,1624,72,Austin,2025-06-21 17:50:00,3.25,1.37,5,11.2,8.55
7676,2041,324,San Francisco,2025-01-26 13:25:00,3.46,1.54,4,10.5,10.52
7677,757,479,Boston,2025-05-09 09:50:00,1.83,1.44,4,5.7,7.35
7678,1339,609,Chicago,2025-03-04 18:55:00,3.99,1.22,5,11.9,9.41
7679,1113,749,Chicago,2025-01-07 17:25:00,5.48,1,3,16.6,11.63
7680,1582,110,Boston,2025-12-24 17:20:00,11.12,1,5,32.2,19.52
7681,1769,623,Boston,2025-05-07 03:30:00,5.87,1.06,5,19.5,10.13
7682,962,131,San Francisco,2025-04-27 01:10:00,4.83,1.16,5,16.9,10.53
7683,1351,449,Austin,2025-08-13 15:20:00,4.25,1.08,5,16,11.85
7684,1850,75,Boston,2025-11-13 19:10:00,3.32,1.56,4,11.4,9.77
7685,276,59,Seattle,2025-10-08 07:55:00,4.58,1.1,5,15.4,9.55
7686,846,730,Chicago,2025-11-11 03:05:00,6.39,1.13,5,20.5,13.15
7687,2968,106,Chicago,2025-07-24 19:40:00,5.49,1.45,5,16.4,14.98
7688,2633,712,Boston,2025-06-13 00:30:00,2.47,1,5,7,5.47
7689,431,286,Austin,2025-08-23 20:30:00,4.2,1.5,5,11.2,13.19
7690,413,85,Austin,2025-09-24 20:35:00,2.14,1.34,5,8.7,6.35
7691,1387,552,Seattle,2025-09-07 10:05:00,5.18,1.3,3,13.8,10.41
7692,2342,765,Chicago,2025-02-25 07:25:00,2.21,1.12,4,4,6.53
7693,2693,220,Seattle,2025-01-25 14:10:00,5.42,1.01,3,19.2,12.58
7694,2569,758,Chicago,2025-11-29 21:00:00,6.1,1.65,5,21.1,16.79
7695,1957,111,Seattle,2025-01-25 06:00:00,3.63,1.48,5,10.9,10.38
7696,2072,586,Seattle,2025-12-12 22:50:00,5.07,1,5,13.7,9.35
7697,3230,513,San Francisco,2025-02-20 23:20:00,8.21,1,5,23.8,15.4
7698,2558,388,Chicago,2025-03-08 17:10:00,1.84,1.51,5,8.3,7.98
7699,1847,267,Austin,2025-09-17 17:50:00,2.8,1.41,5,6.7,7.32
7700,1286,103,Seattle,2025-03-15 11:20:00,4.26,1.42,3,11.3,10.18
7701,124,188,San Francisco,2025-10-12 08:55:00,4.45,1.54,5,13.4,13.83
7702,2252,689,Seattle,2025-05-23 19:00:00,8.66,1,5,23.6,15.47
7703,402,562,Chicago,2025-04-01 09:35:00,3.83,1.38,4,11.4,10.98
7704,3245,493,Chicago,2025-02-24 23:25:00,4.57,1,5,15.2,8.92
7705,967,125,Austin,2025-08-30 16:55:00,3.19,1.34,5,10.7,9.64
7706,1634,512,San Francisco,2025-04-08 13:50:00,7.08,1.36,5,22.3,16
7707,3241,418,San Francisco,2025-07-02 13:55:00,3.52,1.71,4,6.6,10.21
7708,3393,343,Boston,2025-10-14 03:20:00,2.91,1.22,5,8.9,9.06
7709,30,783,Austin,2025-07-18 18:40:00,1.92,1,5,6.3,6.53
7710,2128,340,Austin,2025-04-02 18:30:00,3.25,1,5,8,9.9
7711,1275,518,Chicago,2025-11-24 11:45:00,4.9,1.26,5,15.5,12.99
7712,759,765,Austin,2025-08-31 02:35:00,7.25,1.13,4,19.8,12.98
7713,3484,557,Seattle,2025-06-28 19:25:00,8.01,1.39,5,22.7,18.85
7714,3736,193,Austin,2025-11-24 18:00:00,3.72,1,5,12.6,7.07
7715,2508,224,Chicago,2025-07-09 15:40:00,4.05,1.44,5,12,12.22
7716,1979,334,Seattle,2025-01-19 09:25:00,3.08,1.12,3,9.1,6.47
7717,881,198,Seattle,2025-10-31 12:40:00,3.96,1.33,4,12.3,10.31
7718,3592,590,San Francisco,2025-09-09 13:30:00,4.21,1.46,5,14.7,11.89
7719,2131,657,San Francisco,2025-04-25 16:35:00,6.87,1.71,5,20.9,20.2
7720,2756,439,Boston,2025-10-13 06:00:00,2.97,1,3,8.5,6.07
7721,3354,447,San Francisco,2025-05-13 01:05:00,10.93,1,4,34.7,18.3
7722,3942,99,Seattle,2025-03-05 08:50:00,6.05,1.09,3,17.7,13.08
7723,3860,464,Boston,2025-09-06 00:25:00,2.39,1.21,5,7.7,6.47
7724,2419,642,Austin,2025-03-17 23:35:00,7.26,1.9,5,20.6,23.29
7725,792,54,Seattle,2025-06-02 15:15:00,2.43,1,5,5.6,6.19
7726,3036,429,Seattle,2025-03-21 10:55:00,1.7,1.32,NA,5.4,7.91
7727,2033,638,San Francisco,2025-08-07 05:10:00,4.42,1.21,5,14.7,10.49
7728,2340,255,Chicago,2025-03-08 07:55:00,2.87,1.58,5,10.1,8.11
7729,3396,62,Chicago,2025-11-02 18:10:00,2.44,1,5,8.5,5.32
7730,279,500,Seattle,2025-12-25 11:55:00,1.98,1,5,5.1,5.63
7731,309,588,Boston,2025-01-25 11:15:00,4.22,1.22,5,15.8,10.32
7732,3763,194,Chicago,2025-07-29 15:20:00,2.65,1.19,NA,7,7.76
7733,2813,662,Boston,2025-09-12 23:45:00,3.55,1.63,4,9,11.42
7734,2317,309,Chicago,2025-09-19 23:35:00,9.69,1.45,5,31.5,24.09
7735,2453,508,San Francisco,2025-12-20 07:35:00,5.4,1.2,5,16.7,11.95
7736,2488,753,Boston,2025-12-23 13:40:00,5.72,1.49,5,19.7,16.5
7737,3825,364,Austin,2025-10-07 01:00:00,4.58,1.43,5,14.5,11.19
7738,362,324,Austin,2025-08-07 00:25:00,7.09,1.58,NA,25.4,20.34
7739,3002,303,Seattle,2025-03-09 14:45:00,21.81,1.13,5,65.4,39.25
7740,1803,365,Boston,2025-03-16 22:55:00,9.21,1.42,5,29.1,21.23
7741,3822,758,Austin,2025-01-27 10:05:00,5.5,1.07,5,15.2,9.71
7742,1704,220,Seattle,2025-04-18 05:25:00,6.57,1.2,NA,17.1,15.39
7743,467,355,Boston,2025-03-16 11:05:00,6.82,1.34,5,24.4,15.13
7744,1161,694,San Francisco,2025-05-25 14:55:00,6.54,1,5,20,14.12
7745,674,787,Boston,2025-06-15 00:15:00,5.52,1.36,5,18.1,13.42
7746,1463,582,Boston,2025-10-18 20:10:00,4.59,1.56,5,14.6,12.59
7747,2995,641,Austin,2025-11-03 09:05:00,5.37,1.46,5,16.6,15.1
7748,763,116,San Francisco,2025-08-24 00:50:00,7.41,1.24,NA,22.6,14.65
7749,908,126,Boston,2025-06-19 05:15:00,6.14,1,3,18.3,12.19
7750,3915,675,Chicago,2025-12-15 12:35:00,4.71,1.22,3,14.3,10.01
7751,436,219,Seattle,2025-03-06 00:25:00,1.65,1,4,4.4,4.17
7752,1207,215,Seattle,2025-12-01 16:15:00,5.12,1.66,5,16.3,16.05
7753,2735,542,Seattle,2025-12-12 16:15:00,3.27,1.47,5,9.6,8.27
7754,1617,131,Boston,2025-09-19 02:00:00,4.01,1.23,5,16,10.15
7755,781,796,Boston,2025-08-13 11:30:00,3.33,1,5,10,6.84
7756,1098,333,Seattle,2025-07-05 23:15:00,7.71,1.56,3,23.3,20.5
7757,1259,657,Seattle,2025-02-10 21:50:00,3.36,1,5,13.3,6.46
7758,315,526,San Francisco,2025-06-19 06:30:00,2.67,1.22,5,8.6,7.56
7759,3937,719,Seattle,2025-12-17 11:25:00,3.71,1.26,5,14,8.59
7760,3468,343,Seattle,2025-08-04 14:15:00,4.89,1,5,12.7,10.95
7761,2820,60,Austin,2025-07-17 07:05:00,7.95,1,5,23.4,15.63
7762,991,123,Chicago,2025-02-24 05:45:00,8.99,1.22,5,26,21.06
7763,919,379,San Francisco,2025-08-05 21:55:00,7.9,1,3,24.4,14.64
7764,2975,530,Austin,2025-09-22 04:50:00,6.41,1.63,5,20.3,17.65
7765,743,45,Boston,2025-02-18 11:35:00,5.86,1.21,5,16.7,14.59
7766,3328,256,Boston,2025-09-06 20:15:00,4.7,1.32,3,15.8,12.76
7767,3670,326,Austin,2025-05-04 15:50:00,3.02,1.25,5,9.7,7.18
7768,3454,247,Austin,2025-05-27 23:55:00,4.8,1.36,5,15,11.68
7769,3947,253,Seattle,2025-03-10 19:15:00,14.47,1,5,43.3,24.82
