rider_id,signup_date,city,is_minority
882,2025-04-27,Chicago,0
883,2023-11-21,Chicago,0
884,2024-10-09,Seattle,0
885,2025-09-26,Seattle,0
886,2022-06-25,Austin,1
887,2024-06-23,Austin,0
888,2025-05-18,San Francisco,1
889,2024-07-18,Chicago,0
890,2022-11-21,Austin,0
891,2023-12-04,Austin,1
892,2022-05-06,San Francisco,0
893,2024-05-13,Austin,1
894,2024-10-21,San Francisco,0
895,2023-02-14,Chicago,0
896,2024-01-08,Austin,1
897,2024-07-26,Boston,1
898,2024-07-03,Chicago,0
899,2024-06-03,Austin,0
900,2024-06-30,Boston,0
901,2022-05-19,San Francisco,1
902,2025-02-26,Chicago,0
903,2025-07-14,Chicago,0
904,2025-02-15,Austin,1
905,2022-10-07,Boston,0
906,2022-08-29,Chicago,0
907,2025-08-03,Boston,0
908,2024-10-07,Austin,1
909,2022-06-03,Seattle,0
910,2025-01-12,Austin,1
911,2023-02-22,San Francisco,0
912,2024-09-04,Austin,0
913,2024-01-03,Chicago,1
914,2022-04-07,Boston,0
915,2022-06-05,Seattle,1
916,2022-11-30,Chicago,1
917,2023-11-29,Boston,0
918,2024-02-19,Austin,1
919,2022-07-06,Chicago,0
920,2023-09-05,Boston,0
921,2022-02-23,Boston,1
922,2023-08-23,Chicago,0
923,2024-09-12,Chicago,0
924,2022-03-24,Seattle,0
925,2022-01-29,Seattle,0
926,2024-06-02,Boston,1
927,2023-10-04,Seattle,0
928,2022-05-12,Austin,0
929,2024-07-28,San Francisco,1
930,2022-07-02,Austin,0
931,2023-07-18,San Francisco,0
932,2022-05-08,Austin,1
933,2022-08-12,Austin,0
934,2023-02-17,Austin,0
935,2022-06-02,Chicago,0
936,2023-11-02,San Francisco,1
937,2023-05-28,Seattle,1
938,2025-11-11,San Francisco,1
939,2024-03-15,Chicago,0
940,2024-05-15,Chicago,0
941,2024-10-03,Austin,0
942,2022-10-30,Chicago,1
943,2023-05-28,Chicago,0
944,2025-10-20,Seattle,0
945,2023-11-05,Austin,0
946,2025-01-19,Chicago,0
947,2025-04-30,San Francisco,0
948,2024-09-20,Chicago,1
949,2022-03-09,Austin,1
950,2025-01-23,San Francisco,0
951,2023-03-02,Austin,0
952,2023-04-22,Chicago,0
953,2025-02-12,Chicago,0
954,2025-01-20,Chicago,0
955,2025-03-07,Chicago,0
956,2024-12-14,Boston,0
957,2025-10-19,Chicago,1
958,2022-08-27,Austin,0
959,2024-03-16,San Francisco,0
960,2023-12-10,San Francisco,1
961,2023-05-04,Boston,0
962,2023-04-12,Boston,1
963,2024-11-03,Austin,0
964,2024-06-22,San Francisco,0
965,2024-04-15,Boston,1
966,2023-01-15,Chicago,1
967,2023-10-29,Boston,1
968,2023-02-22,Boston,0
969,2025-11-07,Seattle,0
970,2023-11-26,Chicago,0
971,2025-10-17,Boston,1
972,2024-05-17,Seattle,0
973,2025-07-04,Seattle,1
974,2024-03-28,Chicago,0
975,2023-02-07,Boston,0
976,2023-09-16,Seattle,0
977,2023-05-21,Austin,0
978,2022-02-15,Chicago,1
979,2023-01-29,Chicago,1
980,2023-04-09,Seattle,0
981,2024-05-28,Seattle,0
982,2024-01-11,Boston,0
983,2025-06-08,Seattle,0
984,2024-08-14,Seattle,0
985,2024-06-21,Seattle,0
986,2022-05-18,Austin,1
987,2023-06-10,San Francisco,1
988,2023-02-07,Boston,0
989,2022-01-08,Chicago,0
990,2024-11-14,Seattle,1
991,2025-03-14,Boston,1
992,2025-02-14,Boston,0
993,2025-01-11,Seattle,1
994,2025-11-16,Boston,0
995,2022-05-02,Austin,1
996,2022-12-07,San Francisco,1
997,2024-05-18,Chicago,1
998,2025-11-12,Chicago,0
999,2023-01-03,Seattle,0
1000,2025-01-26,Boston,1
1001,2025-02-17,San Francisco,1
1002,2024-12-23,Chicago,1
1003,2025-03-10,San Francisco,1
1004,2022-09-08,Austin,0
1005,2023-01-08,Austin,0
1006,2023-08-09,Chicago,0
1007,2022-02-19,Seattle,1
1008,2023-09-08,San Francisco,1
1009,2025-02-12,San Francisco,1
1010,2024-01-23,San Francisco,0
1011,2024-04-07,Seattle,0
1012,2022-05-08,San Francisco,0
1013,2025-09-22,Boston,0
1014,2022-09-01,Austin,1
1015,2022-07-09,Seattle,0
1016,2025-05-15,Austin,0
1017,2024-06-06,San Francisco,0
1018,2022-09-14,Austin,0
1019,2024-05-20,Chicago,0
1020,2024-01-14,Austin,1
1021,2025-10-26,Boston,0
1022,2023-12-09,Boston,0
1023,2022-12-31,San Francisco,0
1024,2024-08-19,Seattle,1
1025,2023-01-31,Seattle,0
1026,2022-07-07,Boston,0
1027,2025-07-03,Austin,1
1028,2024-12-26,Austin,1
1029,2023-12-14,Seattle,1
1030,2022-11-28,Seattle,0
1031,2023-05-28,San Francisco,1
1032,2023-08-20,Austin,0
1033,2022-10-02,Seattle,0
1034,2022-10-11,Austin,1
1035,2025-05-23,San Francisco,0
1036,2025-01-08,Austin,0
1037,2024-11-30,San Francisco,1
1038,2023-03-09,Chicago,1
1039,2023-12-18,San Francisco,1
1040,2025-05-31,Austin,0
1041,2024-07-26,Chicago,1
1042,2022-03-15,Seattle,1
1043,2022-08-19,Seattle,1
1044,2024-02-26,Austin,0
1045,2024-08-06,San Francisco,0
1046,2024-09-02,Boston,1
1047,2022-11-03,Boston,1
1048,2024-04-13,Chicago,0
1049,2025-11-28,Austin,0
1050,2022-07-11,Boston,0
1051,2024-02-20,Austin,0
1052,2024-02-28,Chicago,1
1053,2024-07-09,Austin,1
1054,2024-06-15,Austin,0
1055,2025-07-31,Seattle,0
1056,2023-10-06,Boston,0
1057,2022-03-08,Boston,0
1058,2022-05-29,Seattle,1
1059,2025-02-13,San Francisco,1
1060,2023-02-25,Chicago,0
1061,2023-12-30,San Francisco,0
1062,2023-10-06,San Francisco,0
1063,2022-03-13,Boston,0
1064,2024-10-02,Austin,0
1065,2022-01-14,Chicago,0
1066,2022-03-08,Austin,1
1067,2025-11-12,Boston,1
1068,2022-10-26,Chicago,0
1069,2022-04-29,Seattle,1
1070,2025-07-08,Boston,0
1071,2025-07-01,Seattle,0
1072,2022-01-29,Seattle,0
1073,2025-01-06,Chicago,0
1074,2022-01-13,Seattle,1
1075,2023-08-17,Chicago,0
1076,2022-01-02,Chicago,1
1077,2025-06-01,Seattle,0
1078,2024-07-16,Austin,0
1079,2025-04-17,Austin,1
1080,2024-11-06,San Francisco,1
1081,2023-07-29,Seattle,0
1082,2025-04-29,Boston,0
1083,2023-05-17,Boston,0
1084,2025-03-31,Chicago,0
1085,2022-11-13,Chicago,0
1086,2025-02-20,Boston,0
1087,2023-09-29,Boston,0
1088,2024-08-17,Austin,1
1089,2024-09-20,San Francisco,1
1090,2023-04-02,Boston,1
1091,2023-11-11,Chicago,0
1092,2022-03-29,Austin,1
1093,2022-01-24,Boston,0
1094,2023-07-19,San Francisco,0
1095,2023-01-30,Boston,1
1096,2022-04-08,San Francisco,0
1097,2023-12-06,San Francisco,0
1098,2025-04-13,Boston,1
1099,2023-08-28,Boston,1
1100,2022-11-29,Chicago,1
1101,2022-01-04,Austin,0
1102,2022-08-08,Chicago,0
1103,2024-10-20,Chicago,1
1104,2022-10-12,Seattle,1
1105,2024-03-20,Boston,0
1106,2025-08-25,Austin,0
1107,2023-09-26,Chicago,0
1108,2025-07-16,Chicago,0
1109,2023-08-06,San Francisco,1
1110,2022-11-09,Seattle,0
1111,2023-01-22,Chicago,0
1112,2025-10-18,Chicago,1
1113,2023-03-04,Seattle,0
1114,2024-02-25,Chicago,1
1115,2022-08-16,Chicago,0
1116,2025-10-27,Seattle,0
1117,2024-05-20,San Francisco,0
1118,2022-12-09,Chicago,0
1119,2022-07-25,Seattle,0
1120,2022-08-12,Austin,1
1121,2022-03-19,Seattle,0
1122,2025-04-18,San Francisco,0
1123,2022-03-02,Boston,1
1124,2022-01-07,San Francisco,1
1125,2024-01-27,Boston,1
1126,2025-08-04,San Francisco,1
1127,2022-06-29,Boston,0
1128,2024-12-05,San Francisco,0
1129,2025-02-15,Seattle,1
1130,2023-01-21,Seattle,0
1131,2023-04-02,San Francisco,1
1132,2023-11-04,San Francisco,1
1133,2024-07-23,Boston,1
1134,2022-02-02,Boston,0
1135,2022-10-01,Chicago,0
1136,2023-07-17,Seattle,0
1137,2025-04-03,Boston,1
1138,2024-07-27,Austin,0
1139,2024-12-17,Seattle,0
1140,2022-07-15,Austin,0
1141,2024-06-15,San Francisco,1
1142,2025-03-20,Seattle,0
1143,2024-10-05,Seattle,0
1144,2022-07-26,Seattle,1
1145,2023-11-06,Chicago,0
1146,2022-07-08,Seattle,0
1147,2025-06-21,Boston,1
1148,2025-09-06,Seattle,1
1149,2025-07-13,Seattle,0
1150,2025-05-23,Boston,1
1151,2025-08-10,Boston,0
1152,2022-03-02,Chicago,1
1153,2024-07-11,Chicago,0
1154,2024-01-26,Boston,0
1155,2022-02-13,Austin,0
1156,2024-01-14,San Francisco,1
1157,2022-10-30,Austin,1
1158,2025-05-14,San Francisco,0
1159,2024-01-31,Chicago,0
1160,2025-04-30,Boston,1
1161,2025-01-11,Chicago,0
1162,2022-04-25,Seattle,0
1163,2025-09-25,San Francisco,0
1164,2024-08-01,San Francisco,0
1165,2025-04-13,San Francisco,0
1166,2023-09-22,Austin,1
1167,2022-06-23,San Francisco,0
1168,2022-09-23,Seattle,1
1169,2025-01-13,Chicago,1
1170,2022-10-17,Austin,1
1171,2024-01-05,Chicago,0
1172,2025-09-03,Chicago,1
1173,2023-01-20,Austin,1
1174,2024-03-21,Austin,0
1175,2023-10-23,Austin,0
1176,2025-04-24,Boston,0
1177,2025-11-29,San Francisco,1
1178,2024-02-25,Seattle,1
1179,2023-03-31,San Francisco,0
1180,2022-08-07,Austin,0
1181,2024-05-08,Austin,0
1182,2024-10-31,Austin,1
1183,2024-04-01,Boston,0
1184,2024-09-05,San Francisco,0
1185,2024-12-27,San Francisco,1
1186,2024-12-29,San Francisco,0
1187,2023-01-21,Boston,0
1188,2022-09-19,Boston,0
1189,2023-08-14,San Francisco,1
1190,2022-11-22,Chicago,1
1191,2022-07-28,Boston,0
1192,2024-09-26,Austin,0
1193,2022-09-26,Seattle,0
1194,2024-04-27,Chicago,1
1195,2022-02-28,Chicago,0
1196,2022-11-13,San Francisco,0
1197,2022-04-15,San Francisco,1
1198,2024-11-27,Seattle,0
1199,2023-05-11,San Francisco,0
1200,2024-09-21,Austin,1
1201,2023-02-14,Seattle,0
1202,2024-10-17,Seattle,0
1203,2023-03-18,San Francisco,0
1204,2023-03-28,Boston,1
1205,2023-04-22,San Francisco,0
1206,2024-03-20,San Francisco,0
1207,2025-11-01,Seattle,0
1208,2022-05-08,Chicago,0
1209,2025-04-25,Seattle,0
1210,2022-06-15,Boston,1
1211,2024-04-17,San Francisco,1
1212,2023-07-21,Chicago,0
1213,2022-11-28,Chicago,1
1214,2022-02-22,Chicago,0
1215,2025-02-25,Chicago,0
1216,2024-05-17,Boston,0
1217,2025-04-01,Chicago,1
1218,2025-10-07,Seattle,1
1219,2023-05-13,Chicago,0
1220,2024-11-03,Chicago,0
1221,2024-02-28,Austin,1
1222,2024-06-04,Chicago,0
1223,2025-08-16,Austin,0
1224,2025-07-05,San Francisco,0
1225,2022-06-19,Boston,0
1226,2023-09-30,Boston,1
1227,2024-10-04,Chicago,0
1228,2022-05-01,San Francisco,0
1229,2022-08-11,Boston,1
1230,2024-02-01,Austin,0
1231,2023-08-11,San Francisco,1
1232,2025-06-16,San Francisco,0
1233,2025-04-14,Seattle,0
1234,2023-09-12,Austin,0
1235,2023-03-11,Chicago,0
1236,2024-01-29,Austin,0
1237,2022-06-22,Boston,0
1238,2022-03-17,Austin,1
1239,2022-06-13,Seattle,1
1240,2022-07-11,Seattle,0
1241,2024-03-03,Seattle,1
1242,2022-05-20,Seattle,0
1243,2025-07-26,Seattle,1
1244,2023-08-22,Seattle,0
1245,2025-10-24,Chicago,0
1246,2023-08-09,Chicago,0
1247,2022-01-21,Boston,1
1248,2022-03-28,Boston,1
1249,2025-03-29,Austin,0
1250,2025-07-09,Boston,0
1251,2023-03-27,Austin,0
1252,2023-04-05,Austin,0
1253,2024-02-29,San Francisco,1
1254,2022-05-04,Austin,0
1255,2023-07-15,Austin,0
1256,2022-02-21,San Francisco,1
1257,2025-10-26,Austin,0
1258,2024-12-08,Austin,0
1259,2025-09-07,Seattle,1
1260,2024-08-09,Seattle,0
1261,2025-09-11,Seattle,0
1262,2023-11-07,San Francisco,0
1263,2022-08-31,Seattle,0
1264,2025-03-08,Boston,0
1265,2022-07-07,Chicago,0
1266,2025-10-22,Austin,0
1267,2022-02-23,Boston,0
1268,2025-01-12,San Francisco,1
1269,2022-01-02,San Francisco,0
1270,2023-11-10,Chicago,1
1271,2025-11-09,San Francisco,0
1272,2025-01-16,Austin,1
1273,2022-05-05,Boston,0
1274,2023-11-14,Boston,0
1275,2025-07-27,Austin,0
1276,2025-07-21,Boston,0
1277,2025-03-30,Austin,1
1278,2024-07-19,Austin,1
1279,2022-05-28,Austin,1
1280,2023-08-03,Chicago,0
1281,2022-05-10,Chicago,1
1282,2022-05-14,San Francisco,0
1283,2025-01-17,San Francisco,1
1284,2023-04-01,Seattle,0
1285,2024-10-26,San Francisco,1
1286,2022-05-22,Seattle,0
1287,2023-06-27,Austin,0
1288,2023-07-14,San Francisco,0
1289,2025-11-01,Chicago,0
1290,2024-03-22,San Francisco,0
1291,2024-10-26,Seattle,0
1292,2023-03-22,Seattle,1
1293,2022-08-12,Boston,0
1294,2022-04-04,Boston,0
1295,2022-05-24,Boston,1
1296,2022-08-25,Boston,1
1297,2023-01-03,Chicago,0
1298,2023-12-09,San Francisco,1
1299,2025-03-17,San Francisco,0
1300,2023-09-30,Austin,0
1301,2024-10-11,Austin,1
1302,2023-09-09,Austin,0
1303,2022-09-15,San Francisco,1
1304,2025-02-05,Seattle,1
1305,2022-11-28,San Francisco,1
1306,2024-01-07,San Francisco,1
1307,2024-10-14,Seattle,0
1308,2025-09-13,Chicago,1
1309,2023-09-08,Chicago,1
1310,2023-10-29,Austin,0
1311,2024-09-18,San Francisco,0
1312,2022-10-09,Boston,0
1313,2022-08-18,Chicago,0
1314,2024-05-09,Seattle,0
1315,2024-01-01,Seattle,0
1316,2025-10-24,Chicago,0
1317,2024-06-23,Seattle,1
1318,2025-03-27,Boston,1
1319,2025-04-24,Chicago,0
1320,2025-09-10,Austin,0
1321,2023-08-01,Seattle,0
1322,2022-11-29,San Francisco,0
1323,2023-03-15,Seattle,0
1324,2022-06-25,Austin,0
1325,2024-08-28,Boston,0
1326,2024-05-27,Boston,0
1327,2024-04-11,Austin,0
1328,2022-02-01,Austin,1
1329,2024-07-09,Chicago,0
1330,2022-08-26,Chicago,1
1331,2024-03-07,Chicago,1
1332,2022-09-14,Austin,1
1333,2022-07-13,Boston,0
1334,2023-04-14,Boston,1
1335,2022-10-10,San Francisco,1
1336,2024-05-21,Seattle,0
1337,2024-10-02,Chicago,0
1338,2023-05-10,San Francisco,0
1339,2022-12-03,San Francisco,0
1340,2024-06-06,Seattle,0
1341,2025-04-21,Austin,0
1342,2022-07-22,Seattle,1
1343,2022-07-23,San Francisco,1
1344,2025-09-25,San Francisco,0
1345,2024-03-21,Seattle,0
1346,2023-09-24,Chicago,0
1347,2025-06-21,Austin,0
1348,2024-10-08,Seattle,0
1349,2024-11-29,San Francisco,0
1350,2022-08-03,Boston,0
1351,2024-01-14,Boston,1
1352,2023-12-05,San Francisco,0
1353,2025-05-18,Boston,1
1354,2022-05-12,Chicago,1
1355,2023-08-24,Seattle,0
1356,2025-07-20,Austin,0
1357,2023-04-07,San Francisco,0
1358,2023-08-09,Seattle,0
1359,2024-06-19,Chicago,1
1360,2024-04-28,Seattle,1
1361,2023-02-07,Austin,1
1362,2024-09-03,Boston,0
1363,2023-04-07,Seattle,0
1364,2022-05-03,Boston,0
1365,2025-11-21,Seattle,1
1366,2024-08-13,Chicago,0
1367,2023-01-05,Austin,0
1368,2023-10-29,Austin,1
1369,2023-05-21,Boston,0
1370,2022-11-04,Boston,1
1371,2025-07-29,Seattle,0
1372,2022-09-12,Seattle,0
1373,2025-02-23,Boston,0
1374,2025-08-26,Seattle,0
1375,2023-06-06,Seattle,0
1376,2025-01-07,Seattle,1
1377,2022-01-22,Chicago,1
1378,2025-07-26,Austin,1
1379,2022-12-27,Austin,0
1380,2024-04-27,Austin,0
1381,2023-04-05,Chicago,1
1382,2023-11-15,Boston,0
1383,2022-02-27,Chicago,0
1384,2025-11-13,Austin,0
1385,2022-03-27,Seattle,0
1386,2022-03-03,San Francisco,0
1387,2025-08-20,Austin,0
1388,2022-09-29,Seattle,0
1389,2024-03-11,Seattle,0
1390,2023-09-29,Austin,0
1391,2024-09-19,Seattle,1
1392,2025-07-30,Chicago,0
1393,2022-02-28,Austin,0
1394,2023-11-29,Boston,1
1395,2022-12-04,San Francisco,0
1396,2023-11-23,Austin,1
1397,2022-01-27,San Francisco,1
1398,2022-07-14,Seattle,0
1399,2022-01-28,Austin,1
1400,2025-01-04,Seattle,0
1401,2022-11-01,San Francisco,1
1402,2024-07-26,Boston,0
1403,2023-10-23,Austin,1
1404,2023-09-19,Austin,1
1405,2024-08-25,San Francisco,0
1406,2024-12-30,Austin,1
1407,2025-11-20,Austin,0
1408,2024-04-11,Chicago,0
1409,2023-12-01,Boston,0
1410,2025-01-09,Chicago,0
1411,2022-01-03,Chicago,0
1412,2024-04-25,Seattle,0
1413,2024-11-03,Boston,1
1414,2023-05-22,San Francisco,1
1415,2024-12-11,Chicago,1
1416,2024-10-03,Boston,0
1417,2022-03-10,Chicago,0
1418,2025-07-02,Boston,1
1419,2024-08-31,Seattle,1
1420,2024-08-06,Austin,0
1421,2024-07-28,Boston,0
1422,2024-07-06,Boston,0
1423,2022-05-17,Chicago,0
1424,2025-01-13,San Francisco,0
1425,2022-01-20,Austin,0
1426,2025-07-07,Boston,0
1427,2025-11-04,Boston,0
1428,2025-05-09,Austin,0
1429,2024-09-03,Chicago,1
1430,2025-10-06,Chicago,0
1431,2022-10-25,Chicago,0
1432,2023-10-26,Austin,1
1433,2022-02-17,Boston,0
1434,2024-09-20,Chicago,1
1435,2025-04-25,Boston,0
1436,2024-04-27,Seattle,1
1437,2025-03-07,Austin,0
1438,2024-09-11,Chicago,0
1439,2023-12-01,Chicago,0
1440,2022-11-07,Boston,1
1441,2023-03-23,Seattle,0
1442,2024-07-14,Seattle,0
1443,2025-06-12,Chicago,0
1444,2022-07-08,Austin,0
1445,2025-01-19,Austin,1
1446,2025-01-30,Chicago,0
1447,2022-09-22,Chicago,0
1448,2025-08-15,Austin,1
1449,2024-07-11,Chicago,1
1450,2022-04-21,San Francisco,0
1451,2023-03-08,Boston,0
1452,2022-09-28,Seattle,0
1453,2022-07-25,San Francisco,0
1454,2025-06-15,Seattle,0
1455,2025-05-11,Seattle,0
1456,2023-05-31,Austin,1
1457,2022-09-09,Austin,0
1458,2025-09-29,Boston,0
1459,2022-05-28,Boston,1
1460,2022-02-19,Seattle,0
1461,2025-10-19,Austin,1
1462,2023-10-11,Chicago,0
1463,2022-10-01,Boston,0
1464,2022-01-13,Seattle,1
1465,2023-11-30,Austin,0
1466,2023-03-12,Seattle,0
1467,2024-02-21,Boston,0
1468,2025-07-11,Boston,1
1469,2022-03-25,San Francisco,0
1470,2025-08-10,San Francisco,0
1471,2022-11-25,Seattle,1
1472,2025-02-25,San Francisco,1
1473,2024-02-06,Chicago,0
1474,2022-09-25,Chicago,0
1475,2023-01-29,San Francisco,1
1476,2023-08-12,San Francisco,0
1477,2023-12-07,Seattle,1
1478,2024-09-21,Boston,0
1479,2024-03-15,Chicago,0
1480,2024-07-09,Seattle,0
1481,2022-06-19,Boston,0
1482,2023-05-30,Seattle,0
1483,2023-12-17,San Francisco,0
1484,2022-01-22,Boston,0
1485,2022-10-14,Austin,0
1486,2022-09-18,San Francisco,0
1487,2022-11-04,Boston,0
1488,2025-12-01,San Francisco,0
1489,2025-03-18,Boston,1
1490,2024-01-20,Seattle,1
1491,2025-04-03,Chicago,1
1492,2025-07-09,Seattle,0
1493,2025-03-03,Seattle,1
1494,2023-03-18,Boston,1
1495,2025-04-07,Seattle,1
1496,2023-04-19,Austin,0
1497,2022-03-21,Boston,0
1498,2023-02-12,Seattle,0
1499,2022-11-14,Chicago,0
1500,2023-02-25,San Francisco,1
1501,2025-07-22,Seattle,0
1502,2023-08-09,Seattle,0
1503,2022-01-09,Austin,1
1504,2022-08-21,Seattle,1
1505,2025-10-30,San Francisco,0
1506,2024-01-29,Boston,0
1507,2022-04-15,San Francisco,0
1508,2024-06-23,San Francisco,0
1509,2025-05-16,Seattle,0
1510,2022-01-05,Boston,0
1511,2023-09-13,Boston,1
1512,2023-03-19,San Francisco,1
1513,2024-05-26,Seattle,1
1514,2025-07-15,San Francisco,0
1515,2025-10-27,Chicago,0
1516,2025-03-13,Chicago,0
1517,2022-05-24,Chicago,0
1518,2022-08-10,Chicago,0
1519,2022-02-25,Seattle,1
1520,2022-12-02,Seattle,1
1521,2025-01-06,Austin,1
1522,2022-09-09,Boston,1
1523,2025-05-08,San Francisco,0
1524,2025-01-03,Austin,0
1525,2022-09-26,Chicago,0
1526,2023-01-17,Chicago,1
1527,2022-02-23,Austin,0
1528,2022-07-18,Chicago,0
1529,2024-07-02,Austin,1
1530,2023-01-22,San Francisco,0
1531,2024-10-18,San Francisco,1
1532,2023-07-25,Seattle,0
1533,2023-11-01,Chicago,1
1534,2024-08-28,Austin,0
1535,2022-10-20,San Francisco,1
1536,2022-03-21,San Francisco,0
1537,2025-03-30,Chicago,0
1538,2025-07-29,San Francisco,0
1539,2024-11-05,Chicago,1
1540,2023-07-05,Austin,0
1541,2023-01-09,Seattle,1
1542,2024-08-26,Seattle,0
1543,2022-05-17,San Francisco,0
1544,2024-01-31,San Francisco,1
1545,2024-01-27,Chicago,0
1546,2024-05-08,Austin,1
1547,2024-12-03,Austin,1
1548,2023-06-22,Austin,0
1549,2024-12-04,Boston,0
1550,2023-05-26,Austin,1
1551,2025-07-17,San Francisco,0
1552,2024-05-04,Chicago,1
1553,2024-11-15,Seattle,0
1554,2024-10-21,Seattle,1
1555,2023-06-23,Chicago,1
1556,2023-02-02,Seattle,0
1557,2023-03-01,San Francisco,0
1558,2024-06-01,Chicago,0
1559,2025-01-06,Austin,0
1560,2023-05-27,Seattle,1
1561,2024-04-08,Seattle,1
1562,2025-10-26,Chicago,1
1563,2023-12-22,San Francisco,0
1564,2024-04-08,Austin,1
1565,2022-07-31,San Francisco,0
1566,2025-03-16,San Francisco,1
1567,2023-03-26,Chicago,1
1568,2025-05-26,San Francisco,0
1569,2024-11-24,Seattle,0
1570,2023-12-10,Chicago,1
1571,2023-01-24,Boston,0
1572,2022-01-02,San Francisco,0
1573,2025-11-13,Seattle,0
1574,2025-05-03,Seattle,0
1575,2025-06-04,Seattle,1
1576,2025-10-23,Boston,1
1577,2025-11-21,Austin,0
1578,2024-01-04,Boston,1
1579,2023-12-01,Chicago,1
1580,2024-07-15,Chicago,1
1581,2023-05-21,Boston,0
1582,2022-01-09,Austin,0
1583,2025-07-30,Seattle,1
1584,2025-09-09,Boston,0
1585,2025-09-06,Austin,0
1586,2022-01-05,Boston,1
1587,2023-12-22,Austin,0
1588,2025-10-02,Austin,0
1589,2022-03-27,Seattle,1
1590,2024-03-17,Seattle,0
1591,2025-05-03,Boston,1
1592,2023-12-15,Boston,1
1593,2022-05-17,San Francisco,0
1594,2025-09-30,San Francisco,0
1595,2024-07-05,Boston,1
1596,2023-05-15,Chicago,0
1597,2024-07-23,Chicago,0
1598,2024-09-13,Boston,1
1599,2025-06-10,Chicago,0
1600,2022-04-19,Boston,1
1601,2022-06-23,Seattle,0
1602,2024-05-13,Chicago,0
1603,2023-10-31,Seattle,1
1604,2024-12-12,Seattle,0
1605,2023-07-27,Seattle,0
1606,2023-04-06,Austin,0
1607,2022-07-11,San Francisco,1
1608,2024-10-26,San Francisco,1
1609,2025-11-27,Austin,1
1610,2025-01-30,Chicago,0
1611,2025-11-10,San Francisco,0
1612,2023-06-07,Boston,0
1613,2023-05-11,Chicago,0
1614,2022-09-07,San Francisco,1
1615,2025-05-01,Chicago,0
1616,2024-04-22,Austin,1
1617,2024-05-15,Austin,0
1618,2024-12-20,Chicago,0
1619,2025-04-07,Austin,0
1620,2022-04-08,San Francisco,1
1621,2022-10-30,Boston,1
1622,2023-05-17,San Francisco,1
1623,2022-09-05,Chicago,0
1624,2025-08-21,Chicago,0
1625,2022-01-18,Austin,0
1626,2023-12-30,Chicago,1
1627,2023-12-02,Chicago,1
1628,2023-03-07,Austin,0
1629,2022-06-02,Austin,1
1630,2022-03-30,San Francisco,1
1631,2025-05-13,Boston,0
1632,2023-12-28,Chicago,0
1633,2024-03-07,Boston,1
1634,2025-04-11,Austin,1
1635,2024-07-09,Seattle,0
1636,2022-11-19,Chicago,0
1637,2022-08-27,Boston,0
1638,2023-06-14,Chicago,0
1639,2024-03-03,Austin,0
1640,2022-04-26,Austin,1
1641,2024-11-22,Boston,1
1642,2023-05-23,Seattle,1
1643,2023-03-23,Boston,0
1644,2022-07-18,Boston,1
1645,2024-11-08,Austin,0
1646,2024-09-25,Boston,0
1647,2025-03-14,San Francisco,0
1648,2025-04-19,San Francisco,1
1649,2023-06-10,Boston,0
1650,2023-04-24,Boston,0
1651,2023-11-19,Boston,1
1652,2023-05-01,Boston,0
1653,2025-04-17,Boston,0
1654,2025-07-19,Austin,1
1655,2024-10-12,Boston,0
1656,2023-12-24,Chicago,0
1657,2024-07-14,Seattle,0
1658,2024-07-09,Chicago,0
1659,2023-12-07,San Francisco,1
1660,2023-07-18,Austin,0
1661,2022-02-27,Austin,1
1662,2024-07-02,Seattle,0
1663,2023-01-13,Boston,0
1664,2022-07-27,Seattle,0
1665,2023-11-15,Chicago,0
1666,2024-07-17,San Francisco,1
1667,2023-04-23,Chicago,1
1668,2024-03-04,Boston,0
1669,2025-04-21,Seattle,0
1670,2023-03-26,San Francisco,1
1671,2024-07-31,San Francisco,0
1672,2024-02-11,Seattle,0
1673,2023-08-12,Chicago,0
1674,2025-02-24,Chicago,1
1675,2023-08-02,Austin,1
1676,2023-11-14,Boston,1
1677,2023-03-16,Seattle,0
1678,2022-04-15,Chicago,1
1679,2024-12-12,Boston,1
1680,2023-06-21,Chicago,1
1681,2022-06-28,Chicago,1
1682,2023-05-11,Boston,1
1683,2022-12-01,Chicago,0
1684,2025-10-30,San Francisco,0
1685,2025-03-22,Seattle,0
1686,2023-06-22,Chicago,0
1687,2022-06-17,Boston,0
1688,2025-07-03,Seattle,0
1689,2023-08-05,Boston,1
1690,2025-07-04,Austin,1
1691,2023-01-16,Boston,1
1692,2025-07-06,San Francisco,1
1693,2025-01-12,San Francisco,1
1694,2023-01-09,Boston,1
1695,2022-11-14,Chicago,0
1696,2024-12-22,Boston,1
1697,2025-07-19,San Francisco,0
1698,2024-06-28,Chicago,1
1699,2025-11-10,Austin,1
1700,2023-01-31,Chicago,0
1701,2023-01-01,Chicago,1
1702,2023-11-05,Boston,1
1703,2022-03-14,Boston,0
1704,2025-05-13,San Francisco,0
1705,2024-01-29,Boston,0
1706,2024-03-16,Seattle,0
1707,2023-11-11,San Francisco,0
1708,2023-05-14,Seattle,1
1709,2023-04-22,Boston,0
1710,2023-09-25,Boston,0
1711,2022-12-21,Chicago,0
1712,2023-04-04,Austin,1
1713,2023-08-27,Seattle,0
1714,2022-03-15,Austin,1
1715,2022-05-23,Austin,1
1716,2024-10-21,San Francisco,1
1717,2022-05-27,San Francisco,0
1718,2024-12-13,San Francisco,0
1719,2025-02-08,San Francisco,0
1720,2022-08-24,Seattle,1
